Plant Name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Drug Score,Mutagenecity,Tumerogenicity,Irritant,Drug likeliness
Sambucus nigra,Urs-12-en-3-one,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CCC(=O)C1(C)C)C,C30H48O,424.7,31,0,0.9,0,1,0,134.18,17.07,4.51,8.69,8.23,6.82,7.11,7.07,-7.95,4.79E-06,1.13E-08,Poorly soluble,-8.93,5.02E-07,1.18E-09,Poorly soluble,-7.41,1.65E-05,3.88E-08,Poorly soluble,Low,No,No,No,No,No,No,No,-2.72,1,3,0,1,2,0.55,0,1,2,6.04,0.13,no,no,no,-6.4
Sambucus nigra,Icariside F2,OC[C@@]1(O)CO[C@@H]([C@@H]1O)OC[C@H]1O[C@@H](OCc2ccccc2)[C@@H]([C@H]([C@H]1O)O)O,C18H26O10,402.39,28,6,0.67,7,10,6,91.41,158.3,1.48,-2.33,-2.68,-2.43,-1.42,-1.48,-0.56,1.10E+02,2.73E-01,Very soluble,-0.46,1.40E+02,3.49E-01,Very soluble,0.08,4.88E+02,1.21E+00,Soluble,Low,No,No,No,No,No,No,No,-10.41,1,1,1,1,3,0.55,0,0,1,5.17,0.44,no,no,no,-6.14
Sambucus nigra,(2S)-Sambunigrin,C[CH]O[C@H]1[CH][CH][CH][CH]O1,C7H9O2,125.15,9,0,1,2,2,0,30.53,18.46,0,1.31,0.74,0.97,1.7,0.94,-1.31,6.14E+00,4.91E-02,Very soluble,-1.3,6.30E+00,5.03E-02,Very soluble,-1.27,6.67E+00,5.33E-02,Soluble,High,No,No,No,No,No,No,No,-6.13,0,3,0,0,1,0.55,0,0,1,2.93,0.48,no,no,no,-15.2
Sambucus nigra,Holocalin,OC[C@H]1O[C@@H](O[C@H](c2cccc(c2)O)C)[C@@H]([C@H]([C@@H]1O)O)O,C14H20O7,300.3,21,6,0.57,4,7,5,71.78,119.61,1.52,-0.51,-1.05,-1.22,-0.65,-0.38,-1.33,1.41E+01,4.70E-02,Very soluble,-1.53,8.79E+00,2.93E-02,Very soluble,-0.07,2.56E+02,8.53E-01,Soluble,High,No,No,No,No,No,No,No,-8.49,0,1,0,0,0,0.55,0,0,0,4.32,0.49,no,no,no,-3.57
Sambucus nigra,L-Mandelic acid,O[C@@H](c1ccccc1)C(=O)O,C8H8O3,152.15,11,6,0.12,2,3,2,39.15,57.53,0.99,0.62,0.48,0.78,0.76,0.73,-1.45,5.45E+00,3.58E-02,Very soluble,-1.4,6.02E+00,3.96E-02,Very soluble,-1.23,9.02E+00,5.93E-02,Soluble,High,No,No,No,No,No,No,No,-6.79,0,3,0,0,1,0.85,0,0,1,1.59,0.35,no,no,yes,-1.44
Sambucus racemosa,Ebuloside,OC[C@@H]1O[C@@H](OCC2=CO[C@H]([C@@H]3[C@@H]2CC(=O)[C@@H]3C)OC(=O)CC(C)C)[C@H]([C@@H]([C@@H]1O)O)O,C21H32O10,444.47,31,0,0.81,8,10,4,105.63,151.98,1.26,-0.74,-0.53,-0.94,-0.18,-0.22,-1.6,1.11E+01,2.50E-02,Very soluble,-1.97,4.71E+00,1.06E-02,Very soluble,0.03,4.78E+02,1.08E+00,Soluble,Low,No,No,No,No,No,No,No,-9.54,0,1,1,1,1,0.55,0,0,2,6.04,0.25,no,no,yes,-3.29
 Sambucus williamsii,Betulin,OC[C@@]12CC[C@H]([C@@H]2[C@@H]2[C@](CC1)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3(C)C)O)C(=C)C,C30H50O2,442.72,32,0,0.93,2,2,2,136.3,40.46,4.47,8.28,7,6,6.21,6.39,-7.67,9.48E-06,2.14E-08,Poorly soluble,-8.99,4.50E-07,1.02E-09,Poorly soluble,-6.17,2.99E-04,6.75E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-3.12,1,3,0,1,1,0.55,0,1,2,5.68,0.15,no,no,no,-23.9
Sambucus williamsii,Tianshic acid,CCCCCC[C@H]([C@H](/C=C/[C@@H](CCCCCCC(=O)O)O)O)O,C18H34O5,330.46,23,0,0.83,15,5,4,93.42,97.99,2.88,3.15,3.02,2.01,3.75,2.96,-2.88,4.32E-01,1.31E-03,Soluble,-4.88,4.38E-03,1.33E-05,Moderately soluble,-2.58,8.73E-01,2.64E-03,Soluble,High,No,Yes,No,No,No,No,No,-6.08,0,0,1,0,0,0.56,0,1,1,4.49,0.39,NO,no,no,-23.3
Sceletium tortuosum,Mesembrenone,COc1cc(ccc1OC)[C@@]12CCN([C@H]2CC(=O)C=C1)C,C17H21NO3,287.35,21,6,0.47,3,4,0,85.04,38.77,2.84,2.18,1.79,1.66,2.62,2.22,-3.01,2.82E-01,9.81E-04,Soluble,-2.63,6.77E-01,2.36E-03,Soluble,-3.77,4.90E-02,1.71E-04,Soluble,High,Yes,No,No,No,No,Yes,No,-6.51,0,0,0,0,0,0.55,0,0,0,3.57,0.91,NO,no,no,7.38
Sceletium tortuosum,(-)-Mesembrine,COc1ccc(cc1OC)[C@]12CCC(=O)C[C@@H]2N(CC1)C,C17H23NO3,289.37,21,6,0.59,3,4,0,85.51,38.77,2.84,1.97,2.02,1.74,3.03,2.32,-2.89,3.74E-01,1.29E-03,Soluble,-2.41,1.13E+00,3.89E-03,Soluble,-4.24,1.68E-02,5.82E-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-6.67,0,0,0,0,0,0.55,0,0,0,3.02,0.89,no,no,no,5.65
Sceletium tortuosum,Mesembrinol,COc1ccc(cc1OC)[C@]12CC[C@H](C[C@@H]2N(CC1)C)O,C17H25NO3,291.39,21,6,0.65,3,4,1,86.48,41.93,3.55,2.39,1.81,1.83,2.44,2.4,-3.17,1.99E-01,6.83E-04,Soluble,-2.91,3.57E-01,1.23E-03,Soluble,-3.54,8.40E-02,2.88E-04,Soluble,High,Yes,No,No,No,No,Yes,No,-6.38,0,0,0,0,0,0.55,0,0,0,3.29,0.9,no,no,no,6.04
Alisma plantago-aquatica,Alismoxide,CC(C1=C[C@@H]2[C@H]([C@](CC1)(C)O)CC[C@]2(C)O)C,C15H26O2,238.37,17,0,0.87,1,2,2,71.92,40.46,2.88,2.09,2.89,2.74,2.71,2.66,-2.57,6.44E-01,2.70E-03,Soluble,-2.57,6.42E-01,2.69E-03,Soluble,-2.38,9.98E-01,4.19E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.27,0,0,0,0,0,0.55,0,1,1,4.6,0.45,no,no,no,-3.9
Alisma plantago-aquatica,Alismol,C=C1CCC(=C[C@H]2[C@@H]1CC[C@@]2(C)O)C(C)C,C15H24O,220.35,16,0,0.73,1,1,1,70.24,20.23,3.08,2.69,3.7,3.56,3.49,3.3,-2.83,3.22E-01,1.46E-03,Soluble,-2.77,3.76E-01,1.71E-03,Soluble,-2.96,2.39E-01,1.09E-03,Soluble,High,Yes,No,No,Yes,No,No,No,-5.73,0,0,0,0,1,0.55,0,1,1,4.34,0.42,no,no,no,-3.82
Alisma plantago-aquatica,Alisol A,O[C@H]([C@H](C(O)(C)C)O)C[C@H](C1=C2C[C@H](O)[C@@H]3[C@]([C@]2(CC1)C)(C)CC[C@@H]1[C@]3(C)CCC(=O)C1(C)C)C,C30H50O5,490.72,35,0,0.9,5,5,4,141.24,97.99,3.76,3.84,4.79,3.33,5.36,4.22,-4.97,5.24E-03,1.07E-05,Moderately soluble,-5.59,1.25E-03,2.55E-06,Moderately soluble,-4.95,5.56E-03,1.13E-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-6.57,0,3,0,0,0,0.55,0,1,2,6.57,0.24,no,no,no,-2.72
Alisma plantago-aquatica,Alisol B,O[C@H]1CC2=C(CC[C@@]2([C@@]2([C@@H]1[C@@]1(C)CCC(=O)C([C@@H]1CC2)(C)C)C)C)[C@@H](C[C@@H]([C@H]1OC1(C)C)O)C,C30H48O4,472.7,34,0,0.9,4,4,2,137.89,70.06,4.2,4.83,5.84,4.16,6.53,5.11,-5.55,1.33E-03,2.82E-06,Moderately soluble,-6.03,4.37E-04,9.24E-07,Poorly soluble,-6.07,4.04E-04,8.55E-07,Poorly soluble,High,No,No,No,No,No,No,No,-5.75,1,3,0,0,0,0.55,0,2,2,6.4,0.12,Yes,no,no,-4.14
Achyranthes bidentata,Chrysophanol,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,C15H10O4,254.24,19,12,0.07,0,4,2,68.76,74.6,2.22,3.53,2.18,0.92,3.04,2.38,-4.11,1.98E-02,7.81E-05,Moderately soluble,-4.78,4.21E-03,1.66E-05,Moderately soluble,-4.49,8.32E-03,3.27E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.34,0,0,0,0,0,0.55,1,0,1,2.47,0.16,Yes,no,yes,-1.67
Achyranthes bidentata,Inokosterone,OC[C@@H](CC[C@H]([C@@]([C@H]1CC[C@@]2([C@]1(C)CC[C@H]1C2=CC(=O)[C@H]2[C@]1(C)C[C@H](O)[C@@H](C2)O)O)(O)C)O)C,C27H44O7,480.63,34,0,0.89,6,7,6,129.7,138.45,2.57,0.63,1.71,1.13,2.59,1.73,-2.82,7.26E-01,1.51E-03,Soluble,-3.11,3.71E-01,7.72E-04,Soluble,-2.35,2.14E+00,4.46E-03,Soluble,High,No,Yes,No,No,No,No,No,-8.78,1,2,0,1,1,0.55,0,0,1,6.41,0.12,Yes,yes,no,-4.32
Achyranthes bidentata,Spinasterol,CC[C@@H](C(C)C)/C=C/[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1C2=CC[C@@H]2[C@]1(C)CC[C@@H](C2)O)C,C29H48O,412.69,30,0,0.86,5,1,1,132.75,20.23,5.06,8.3,7.8,6.62,6.86,6.93,-7.3,2.08E-05,5.04E-08,Poorly soluble,-8.59,1.06E-06,2.58E-09,Poorly soluble,-5.47,1.40E-03,3.39E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-2.92,1,3,0,1,2,0.55,0,1,2,6.09,0.2,no,yes,no,1.22
Achyranthes bidentata,Oleanolic acid,O[C@H]1CC[C@]2([C@@H](C1(C)C)CC[C@@]1([C@H]2CC=C2[C@@]1(C)CC[C@@]1([C@@H]2CC(C)(C)CC1)C(=O)O)C)C,C30H48O3,456.7,33,0,0.9,1,3,2,136.65,57.53,4.14,7.49,7.23,5.82,5.85,6.11,-7.32,2.16E-05,4.74E-08,Poorly soluble,-8.53,1.34E-06,2.94E-09,Poorly soluble,-6.12,3.45E-04,7.55E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-3.77,1,3,0,1,1,0.85,0,1,2,6.08,0.18,NO,no,no,-1.78
Achyranthes bidentata,Rubrosterone,O=C1C=C2[C@@H]([C@@]3([C@H]1C[C@@H](O)[C@H](C3)O)C)CC[C@]1([C@@]2(O)CCC1=O)C,C19H26O5,334.41,24,0,0.79,0,5,3,87.92,94.83,1.54,-0.33,1.14,0.94,1.84,1.03,-1.71,6.59E+00,1.97E-02,Very soluble,-1.2,2.11E+01,6.31E-02,Very soluble,-2.19,2.17E+00,6.49E-03,Soluble,High,No,Yes,No,No,No,No,No,-8.57,0,0,0,0,0,0.55,0,0,0,5.08,0.4,Yes,yes,no,2.21
Allium sativum,"1,8-Cineole",C[C@]12CC[C@H](CC1)C(O2)(C)C,C10H18O,154.25,11,0,1,0,1,0,47.12,9.23,2.58,2.74,2.74,2.45,2.86,2.67,-2.52,4.63E-01,3.00E-03,Soluble,-2.59,3.98E-01,2.58E-03,Soluble,-2.45,5.45E-01,3.53E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.3,0,1,0,0,2,0.55,0,0,1,3.65,0.48,NO,no,no,-3.21
Allium sativum,p-Coumaric acid,OC(=O)/C=C/c1ccc(cc1)O,C9H8O3,164.16,12,6,0,2,3,2,45.13,57.53,0.95,1.46,1.38,1.28,1.22,1.26,-2.02,1.58E+00,9.65E-03,Soluble,-2.27,8.73E-01,5.32E-03,Soluble,-1.28,8.67E+00,5.28E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.26,0,0,0,0,1,0.85,0,1,1,1.61,0.47,NO,no,no,0.58
Allium sativum,Caffeic acid,OC(=O)/C=C/c1ccc(c(c1)O)O,C9H8O4,180.16,13,6,0,2,4,3,47.16,77.76,0.97,1.15,1.09,0.7,0.75,0.93,-1.89,2.32E+00,1.29E-02,Very soluble,-2.38,7.55E-01,4.19E-03,Soluble,-0.71,3.51E+01,1.95E-01,Soluble,High,No,No,No,No,No,No,No,-6.58,0,0,0,0,1,0.56,1,2,1,1.81,0.19,Yes,yes,no,1.62
Allium sativum,Luteolin,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.86,2.53,2.28,-0.03,2.03,1.73,-3.71,5.63E-02,1.97E-04,Soluble,-4.51,8.84E-03,3.09E-05,Moderately soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.25,0,0,0,0,0,0.55,1,1,0,3.02,0.84,NO,no,no,1.9
Allium sativum,(+)-alpha-Pinene,CC1=CC[C@H]2C[C@@H]1C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.63,4.48,3,4.29,2.79,3.44,-3.51,4.24E-02,3.11E-04,Soluble,-4.2,8.59E-03,6.31E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.95,1,1,0,0,2,0.55,0,1,2,4.44,0.31,NO,no,yes,-1.8
Allium sativum,Limonene,CC1=CC[C@@H](CC1)C(=C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.72,4.57,3.31,3.27,2.97,3.37,-3.5,4.33E-02,3.18E-04,Soluble,-4.29,6.93E-03,5.09E-05,Moderately soluble,-2.26,7.54E-01,5.53E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.89,0,1,0,0,2,0.55,0,1,2,3.46,0.35,NO,no,yes,-21.8
Allium sativum,(E)-geraniol,OC/C=C(/CCC=C(C)C)\C,C10H18O,154.25,11,0,0.6,4,1,1,50.4,20.23,2.52,3.56,2.67,2.59,2.35,2.74,-2.78,2.59E-01,1.68E-03,Soluble,-3.67,3.30E-02,2.14E-04,Soluble,-1.84,2.20E+00,1.43E-02,Soluble,High,Yes,No,No,No,No,No,No,-4.71,0,1,0,0,2,0.55,0,1,2,2.58,0.27,NO,no,yes,-3.57
Allium sativum,4-hydroxybenzoic acid,Oc1ccc(cc1)C(=O)O,C7H6O3,138.12,10,6,0,1,3,2,35.42,57.53,0.85,1.58,1.09,0.99,0.74,1.05,-2.07,1.18E+00,8.52E-03,Soluble,-2.4,5.51E-01,3.99E-03,Soluble,-1.17,9.40E+00,6.81E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.02,0,3,0,0,1,0.85,0,0,1,1,0.35,Yes,no,no,-1.5
Allium sativum,alpha-Terpinolene,CC1=CCC(=C(C)C)CC1,C10H16,136.23,10,0,0.6,0,0,0,47.12,0,2.71,4.47,3.45,3.27,3.08,3.4,-3.5,4.30E-02,3.16E-04,Soluble,-4.19,8.80E-03,6.46E-05,Moderately soluble,-2.46,4.73E-01,3.48E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.96,0,1,0,0,2,0.55,0,1,2,2.98,0.46,no,no,no,-3.02
Allium sativum,Farnesyl pyrophosphate,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,,0,0,0,0.6,0,0,0,0,0,2.71,4.47,3.45,3.27,3.08,3.4,-3.5,4.30E-02,3.16E-04,Soluble,-4.19,8.80E-03,6.46E-05,Moderately soluble,-2.46,4.73E-01,3.48E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.96,0,1,0,0,2,0.55,0,1,2,2.98,0.87,NO,no,no,1.92
Allium sativum,Epicatechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.47,0.36,1.22,0.24,0.98,0.85,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5,0.87,no,no,no,1.92
Allium sativum,Naringenin,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,C15H12O5,272.25,20,12,0.13,1,5,3,71.57,86.99,1.75,2.52,2.19,0.71,2.05,1.84,-3.49,8.74E-02,3.21E-04,Soluble,-3.99,2.77E-02,1.02E-04,Soluble,-3.42,1.04E-01,3.82E-04,Soluble,High,No,Yes,Yes,No,No,No,Yes,-6.17,0,0,0,0,0,0.55,0,0,0,3.01,0.84,no,no,no,1.9
Allium sativum,Allicin,C=CCS[S@](=O)CC=C,C6H10OS2,162.27,9,0,0.33,5,1,0,45.88,61.58,1.87,1.31,2.62,1.18,0.96,1.59,-1.34,7.39E+00,4.56E-02,Very soluble,-2.2,1.02E+00,6.26E-03,Soluble,-1.7,3.24E+00,2.00E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.36,0,1,0,0,1,0.55,0,2,1,3.6,0.48,no,no,no,-6.13
Allium sativum,Diallyl disulfide,C=CCSSCC=C,C6H10S2,146.27,8,0,0.33,5,0,0,45.19,50.6,2.49,2.2,2.74,2.35,2.17,2.39,-1.8,2.30E+00,1.57E-02,Very soluble,-2.9,1.86E-01,1.27E-03,Soluble,-1.78,2.42E+00,1.66E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.63,0,2,0,0,1,0.55,0,2,1,3.12,0.45,no,no,no,-4.7
Allium sativum,Diallyl sulfide,C=CCSCC=C,C6H10S,114.21,7,0,0.33,4,0,0,37.6,25.3,2.11,2.16,2.09,2.35,1.97,2.14,-1.64,2.59E+00,2.27E-02,Very soluble,-2.32,5.42E-01,4.74E-03,Soluble,-1.64,2.65E+00,2.32E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.46,0,3,0,0,2,0.55,0,1,1,2.34,0.29,Yes,no,no,-3.93
Allium sativum,Dimethyl disulfide,CSSC,C2H6S2,94.2,4,0,1,1,0,0,26.91,50.6,1.69,1.77,1.63,0.84,0.78,1.34,-1.47,3.17E+00,3.36E-02,Very soluble,-2.45,3.34E-01,3.54E-03,Soluble,-0.79,1.54E+01,1.64E-01,Soluble,High,Yes,No,No,No,No,No,No,-5.62,0,3,0,0,2,0.55,0,1,1,2.33,0.32,no,no,yes,-2.14
Allium sativum,Dimethyl trisulfide,CSSSC,C2H6S3,126.26,5,0,1,2,0,0,34.5,75.9,1.91,1.35,2.28,0.84,1.17,1.51,-1.34,5.75E+00,4.56E-02,Very soluble,-2.55,3.59E-01,2.84E-03,Soluble,-0.94,1.43E+01,1.14E-01,Soluble,High,Yes,No,No,No,No,No,No,-6.11,0,3,0,0,2,0.55,0,1,1,3.64,0.53,no,no,no,-2.14
Allium sativum,Dipropyl disulfide,CCCSSCCC,C6H14S2,150.31,8,0,1,5,0,0,46.14,50.6,2.63,2.7,3.19,2.6,2.19,2.66,-2.14,1.08E+00,7.20E-03,Soluble,-3.42,5.77E-02,3.84E-04,Soluble,-2.48,5.02E-01,3.34E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.3,0,1,0,0,1,0.55,0,1,1,2.79,0.47,no,no,no,-2.34
Allium sativum,Methyl allyl disulfide,CSSCC=C,C4H8S2,120.24,6,0,0.5,3,0,0,36.05,50.6,2.04,1.55,2.18,1.67,1.39,1.77,-1.36,5.20E+00,4.33E-02,Very soluble,-2.22,7.21E-01,5.99E-03,Soluble,-1.29,6.17E+00,5.13E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.93,0,3,0,0,2,0.55,0,2,1,2.73,0.47,no,no,no,-4.47
Allium sativum,Alliin,N[C@H](C(=O)O)C[S@@](=O)CC=C,C6H11NO3S,177.22,11,0,0.5,5,4,2,43.24,99.6,0.55,-3.53,0.2,-2.88,-1,-1.33,1.62,7.31E+03,4.12E+01,Highly soluble,2.02,1.86E+04,1.05E+02,Highly soluble,-0.21,1.08E+02,6.10E-01,Soluble,High,No,No,No,No,No,No,No,-9.89,0,0,0,0,2,0.55,0,1,1,3.21,0.49,no,no,no,-10.7
Allium sativum,Glutathione,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,C10H17N3O6S,307.32,20,0,0.6,11,7,5,70.37,197.62,0.32,-4.5,-2.21,-4.04,-1.37,-2.36,1.82,2.01E+04,6.54E+01,Highly soluble,0.97,2.86E+03,9.30E+00,Highly soluble,-0.08,2.54E+02,8.26E-01,Soluble,Low,No,No,No,No,No,No,No,-11.37,0,1,2,1,2,0.11,0,1,1,3.06,0.47,no,no,no,-23.2
Allium sativum,Cyanidin-3-O-glucoside,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H21O11,449.38,32,16,0.29,4,11,8,108.29,193.44,-2.48,0.14,0.38,-1.76,-1.91,-1.13,-2.82,6.80E-01,1.51E-03,Soluble,-3.76,7.83E-02,1.74E-04,Soluble,-0.93,5.23E+01,1.16E-01,Soluble,Low,No,No,No,No,No,No,No,-8.94,2,0,1,1,3,0.17,1,2,1,5.27,-,-,-,-,-
Allium sativum,Gallic acid,OC(=O)c1cc(O)c(c(c1)O)O,C7H6O5,170.12,12,6,0,1,5,4,39.47,97.99,0.21,0.7,0.5,-0.16,-0.2,0.21,-1.64,3.90E+00,2.29E-02,Very soluble,-2.34,7.86E-01,4.62E-03,Soluble,-0.04,1.55E+02,9.10E-01,Soluble,High,No,No,No,No,No,No,Yes,-6.84,0,2,0,0,1,0.56,1,1,1,1.22,0.27,Yes,no,no,0.12
Allium sativum,Vanillic acid,COc1cc(ccc1O)C(=O)O,C8H8O4,168.15,12,6,0.12,2,4,2,41.92,66.76,1.4,1.43,1.1,0.74,0.73,1.08,-2.02,1.60E+00,9.52E-03,Soluble,-2.44,6.15E-01,3.66E-03,Soluble,-1.32,8.10E+00,4.82E-02,Soluble,High,No,No,No,No,No,No,No,-6.31,0,0,0,0,1,0.85,0,0,1,1.42,0.35,Yes,no,no,-1.31
Allium sativum,3-O-Caffeoylquinic acid,O=C(O[C@@H]1C[C@@](O)(C[C@H]([C@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,C16H18O9,354.31,25,6,0.38,5,9,6,83.5,164.75,0.87,-0.42,-0.75,-1.05,-0.61,-0.39,-1.62,8.50E+00,2.40E-02,Very soluble,-2.58,9.42E-01,2.66E-03,Soluble,0.4,8.94E+02,2.52E+00,Soluble,Low,No,No,No,No,No,No,No,-8.76,1,1,1,1,2,0.11,1,2,1,4.16,0.7,no,no,no,0.17
Allium sativum,o-Coumaric acid,OC(=O)/C=C/c1ccccc1O,C9H8O3,164.16,12,6,0,2,3,2,45.13,57.53,1.09,2.03,1.38,1.28,1.22,1.4,-2.37,6.93E-01,4.22E-03,Soluble,-2.87,2.24E-01,1.36E-03,Soluble,-1.28,8.67E+00,5.28E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.86,0,0,0,0,1,0.85,0,1,1,1.85,0.78,no,no,no,0.51
Allium sativum,Ferulic acid,COc1cc(/C=C/C(=O)O)ccc1O,C10H10O4,194.18,14,6,0.1,3,4,2,51.63,66.76,1.62,1.51,1.39,1,1.26,1.36,-2.11,1.49E+00,7.68E-03,Soluble,-2.52,5.86E-01,3.02E-03,Soluble,-1.42,7.43E+00,3.83E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.41,0,0,0,0,1,0.85,0,1,1,1.93,0.18,Yes,yes,no,1.12
Allium sativum,gamma-Terpinene,CC1=CCC(=CC1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.73,4.5,3.31,3.27,2.95,3.35,-3.45,4.79E-02,3.52E-04,Soluble,-4.22,8.19E-03,6.01E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-3.94,0,1,0,0,2,0.55,0,1,2,3.11,0.29,no,no,yes,-2.82
Allium sativum,Nerolidol,C=C[C@](CC/C=C(/CCC=C(C)C)\C)(O)C,C15H26O,222.37,16,0,0.6,7,1,1,74,20.23,3.64,4.83,4.4,3.86,4.21,4.19,-3.8,3.53E-02,1.59E-04,Soluble,-4.99,2.29E-03,1.03E-05,Moderately soluble,-3.15,1.56E-01,7.00E-04,Soluble,High,Yes,No,Yes,No,Yes,No,No,-4.23,0,0,0,0,1,0.55,0,1,2,3.53,0.19,no,no,yes,-6.38
Allium sativum,Phytol,OC/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C,C20H40O,296.53,21,0,0.9,13,1,1,98.94,20.23,4.77,8.19,6.36,5.25,6.57,6.23,-5.98,3.10E-04,1.05E-06,Moderately soluble,-8.47,9.94E-07,3.35E-09,Poorly soluble,-5.51,9.06E-04,3.05E-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,No,-2.29,1,1,1,1,2,0.55,0,1,2,4.3,0.21,no,no,no,-3.77
Allium sativum,Ergosterol,O[C@H]1CC[C@]2(C(=CC=C3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@H](/C=C/[C@@H](C(C)C)C)C)C)C1)C,C28H44O,396.65,29,0,0.79,4,1,1,127.47,20.23,4.83,7.43,7.33,6.33,6.44,6.47,-6.72,7.63E-05,1.92E-07,Poorly soluble,-7.69,8.17E-06,2.06E-08,Poorly soluble,-5.06,3.45E-03,8.69E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-3.44,1,2,0,1,2,0.55,0,1,2,6.58,0.2,no,no,no,-1.18
Allium sativum,All-trans-squalene,C/C(=C\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/CC/C=C(/CCC=C(C)C)\C,C30H50,410.72,30,0,0.6,15,0,0,143.48,0,4.83,7.43,10.6,6.33,6.44,6.47,-6.72,7.63E-05,1.92E-07,Poorly soluble,-7.69,8.17E-06,2.06E-08,Poorly soluble,-5.06,3.45E-03,8.69E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-3.44,1,2,0,1,2,0.55,0,1,2,6.58,0.14,no,no,no,-3.52
